_id,Reporting date,Card Type,Category,Series Description,Sector,Sub-sector,ObservationType,Observation Scale,Value
8731,2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1928361
8732,2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1567978
8733,2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,360383
8734,2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1727828
8735,2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1409333
8736,2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,318495
8737,2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,200533
8738,2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,158645
8739,2019-03,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,41888
8740,2019-03,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1433204
8741,2019-03,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1034252
8742,2019-03,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,277838
8743,2019-03,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,11807620
8744,2019-03,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,10102645
8745,2019-03,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1704975
8746,2019-04,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,106940282
8747,2019-04,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5250491
8748,2019-04,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4541833
8749,2019-04,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,708658
8750,2019-04,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,106690177
8751,2019-04,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,12779649
8752,2019-04,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,93910528
8753,2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1929157
8754,2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1574097
8755,2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,355060
8756,2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1729376
8757,2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1415665
8758,2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,313711
8759,2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,199781
8760,2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,158432
8761,2019-04,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,41349
8762,2019-04,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1434680
8763,2019-04,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1040905
8764,2019-04,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,276416
8765,2019-04,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,13029754
8766,2019-04,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,11306726
8767,2019-04,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1723028
8768,2019-05,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,105487114
8769,2019-05,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5277641
8770,2019-05,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4559249
8771,2019-05,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,718392
8772,2019-05,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,105606031
8773,2019-05,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,13183104
8774,2019-05,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,92422927
8775,2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1931001
8776,2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1578607
8777,2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,352394
8778,2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1731767
8779,2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1420739
8780,2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,311028
8781,2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,199234
8782,2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,157868
8783,2019-05,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,41366
8784,2019-05,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1445352
8785,2019-05,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1055006
8786,2019-05,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,276687
8787,2019-05,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,13064187
8788,2019-05,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,11222882
8789,2019-05,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1841305
8790,2019-06,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,97988006
8791,2019-06,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5298600
8792,2019-06,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4561715
8793,2019-06,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,736885
8794,2019-06,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,97839781
8795,2019-06,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,12068249
8796,2019-06,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,85771532
8797,2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1932401
8798,2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1578142
8799,2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,354259
8800,2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1733245
8801,2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1421447
8802,2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,311798
8803,2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,199156
8804,2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,156695
8805,2019-06,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,42461
8806,2019-06,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1445500
8807,2019-06,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1056905
8808,2019-06,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,275440
8809,2019-06,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,12216474
8810,2019-06,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,10600105
8811,2019-06,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1616369
8812,2019-07,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,114504256
8813,2019-07,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5301866
8814,2019-07,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4567234
8815,2019-07,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,734632
8816,2019-07,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,113723633
8817,2019-07,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,13339178
8818,2019-07,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,100384455
8819,2019-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1935595
8820,2019-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1584671
8821,2019-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,350924
8822,2019-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1736970
8823,2019-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1426922
8824,2019-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,310048
8825,2019-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Business Cards,,,Number,Number Units,198625
8826,2019-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Business Cards,,,Number,Number Units,157749
8827,2019-07,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Business Cards,,,Number,Number Units,40876
8828,2019-07,Credit Cards,Number of Accounts,Total Number of Accounts,,,Number,Number Units,1449698
8829,2019-07,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,1028185
8830,2019-07,Credit Cards,Number of Accounts,Total Number of Accounts - One active card on the account,,,Number,Number Units,308258
8831,2019-07,Credit Cards,Gross Transactions,Total Number of Transactions during the Month,,,Number,Number Units,14119801
8832,2019-07,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Personal Cards,,,Number,Number Units,12370532
8833,2019-07,Credit Cards,Gross Transactions,Total Number of Transactions during the Month - Business Cards,,,Number,Number Units,1749269
8834,2019-08,All,Gross Transactions,Total Number of POS transactions during the Month on all Cards,,,Number,Number Units,105857185
8835,2019-08,Debit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,5331740
8836,2019-08,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,4592036
8837,2019-08,Debit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,739704
8838,2019-08,Debit Cards,Gross Transactions,Total Number of transactions during the Month on all Cards,,,Number,Number Units,105470585
8839,2019-08,Debit Cards,Gross Transactions,ATM Transactions,,,Number,Number Units,12568298
8840,2019-08,Debit Cards,Gross Transactions,POS Transactions,,,Number,Number Units,92902287
8841,2019-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue,,,Number,Number Units,1938195
8842,2019-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use,,,Number,Number Units,1585963
8843,2019-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use,,,Number,Number Units,352232
8844,2019-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue - Personal Cards,,,Number,Number Units,1739574
8845,2019-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w active use - Personal Cards,,,Number,Number Units,1428877
8846,2019-08,Credit Cards,Cards in Issue,Total Number of Cards in Issue o/w non-active use - Personal Cards,,,Number,Number Units,310697
